ROUTE_ID;OBJECT_NUM;START_TIME;END_TIME
34955741;2;01.03.2020 14:07:40;01.03.2020 14:13:38
34955741;3;01.03.2020 14:20:30;01.03.2020 14:25:21
34955741;4;01.03.2020 14:32:12;01.03.2020 14:39:43
34955741;5;01.03.2020 14:43:21;01.03.2020 14:46:12
34955741;6;01.03.2020 14:49:10;01.03.2020 14:54:04
34955741;7;01.03.2020 14:59:13;01.03.2020 15:04:39
34955741;8;01.03.2020 15:27:19;01.03.2020 15:37:02
34955741;9;01.03.2020 16:23:01;01.03.2020 16:29:12
34955741;10;01.03.2020 16:45:42;01.03.2020 16:51:41
34955741;11;01.03.2020 16:57:25;01.03.2020 17:03:09
34955741;12;01.03.2020 17:05:51;01.03.2020 17:10:12
34955741;13;01.03.2020 17:12:03;01.03.2020 17:17:37
34955741;14;01.03.2020 17:43:01;01.03.2020 17:47:15
34955741;15;01.03.2020 17:47:26;01.03.2020 17:52:05
34955741;16;01.03.2020 17:52:16;01.03.2020 17:58:16
34955741;17;01.03.2020 17:59:59;01.03.2020 18:07:58
34955741;18;01.03.2020 18:21:17;01.03.2020 18:28:01
34955741;19;01.03.2020 18:30:18;01.03.2020 18:35:01
34955741;20;01.03.2020 18:41:33;01.03.2020 18:46:22
34955741;21;01.03.2020 18:47:58;01.03.2020 18:53:08
34955741;22;01.03.2020 18:57:01;01.03.2020 19:06:04
34955741;23;01.03.2020 19:06:16;01.03.2020 19:09:53
34955741;24;01.03.2020 19:16:30;01.03.2020 19:19:27
34955741;25;01.03.2020 19:23:53;01.03.2020 19:28:40
34955741;26;01.03.2020 19:30:38;01.03.2020 19:33:19
34955741;27;01.03.2020 19:33:29;01.03.2020 19:36:21
34955741;28;01.03.2020 19:36:30;01.03.2020 19:39:03
34955741;29;01.03.2020 19:40:38;01.03.2020 19:45:33
34955741;30;01.03.2020 19:51:10;01.03.2020 19:54:54
34955741;31;01.03.2020 19:56:57;01.03.2020 20:01:59
34955741;32;01.03.2020 20:02:03;01.03.2020 20:06:33
34956067;1;02.03.2020 15:47:19;02.03.2020 16:01:07
34956067;2;02.03.2020 16:03:50;02.03.2020 16:07:22
34956067;3;02.03.2020 16:07:30;02.03.2020 16:13:15
34956067;4;02.03.2020 16:13:40;02.03.2020 16:27:32
34956067;5;02.03.2020 16:30:36;02.03.2020 16:31:45
34956067;6;02.03.2020 16:34:15;02.03.2020 16:36:18
34956067;7;02.03.2020 16:42:57;02.03.2020 16:44:33
34956067;8;02.03.2020 16:55:22;02.03.2020 17:25:47
34956067;9;02.03.2020 17:39:19;02.03.2020 17:41:11
34956067;10;02.03.2020 17:41:31;02.03.2020 17:46:49
34956067;11;02.03.2020 18:07:36;02.03.2020 18:11:21
34956067;12;02.03.2020 18:11:30;02.03.2020 18:17:06
34956067;13;02.03.2020 18:31:43;02.03.2020 18:36:36
34956067;14;02.03.2020 19:07:01;02.03.2020 19:11:21
34956067;15;02.03.2020 19:17:55;02.03.2020 19:19:15
34956067;16;02.03.2020 19:33:30;02.03.2020 19:36:01
34956067;17;02.03.2020 19:46:43;02.03.2020 19:48:23
34956067;18;02.03.2020 20:05:15;02.03.2020 20:08:09
34956067;19;02.03.2020 20:16:39;02.03.2020 20:24:07
34956067;20;02.03.2020 20:30:26;02.03.2020 20:34:06
34956067;21;02.03.2020 20:42:03;02.03.2020 20:45:36
34956067;22;02.03.2020 20:50:48;02.03.2020 20:55:00
34956067;23;02.03.2020 20:57:53;02.03.2020 21:02:40
34956067;24;02.03.2020 21:08:39;02.03.2020 21:11:09
34956067;25;02.03.2020 21:15:47;02.03.2020 21:16:50
34956067;26;02.03.2020 21:34:32;02.03.2020 21:38:07
34956067;27;02.03.2020 21:53:06;02.03.2020 22:04:04
34956067;28;02.03.2020 22:05:30;02.03.2020 22:06:48
34956067;29;02.03.2020 22:11:56;02.03.2020 22:15:22
34956067;30;02.03.2020 22:15:48;02.03.2020 22:16:41
34956067;31;02.03.2020 22:29:02;02.03.2020 22:30:00
34956136;1;02.03.2020 16:28:17;02.03.2020 16:31:45
34956136;2;02.03.2020 16:37:07;02.03.2020 16:39:14
34956136;3;02.03.2020 16:44:53;02.03.2020 16:47:29
34956136;4;02.03.2020 16:53:32;02.03.2020 17:00:20
34956136;5;02.03.2020 17:13:47;02.03.2020 17:20:35
34956136;6;02.03.2020 17:23:18;02.03.2020 17:26:35
34956136;7;02.03.2020 17:32:20;02.03.2020 17:35:29
34956136;8;02.03.2020 17:50:58;02.03.2020 17:55:21
34956136;9;02.03.2020 17:57:36;02.03.2020 18:00:13
34956136;10;02.03.2020 18:02:00;02.03.2020 18:06:06
34956136;11;02.03.2020 18:09:26;02.03.2020 18:11:03
34956136;12;02.03.2020 18:13:50;02.03.2020 18:18:29
34956136;13;02.03.2020 18:18:34;02.03.2020 18:20:11
34956136;14;02.03.2020 18:25:50;02.03.2020 18:27:20
34956136;15;02.03.2020 18:34:42;02.03.2020 18:41:03
34956136;16;02.03.2020 18:49:08;02.03.2020 18:51:31
34956136;17;02.03.2020 18:52:47;02.03.2020 18:56:56
34956136;18;02.03.2020 19:02:10;02.03.2020 19:06:08
34956136;19;02.03.2020 19:13:13;02.03.2020 19:17:47
34956136;20;02.03.2020 19:18:43;02.03.2020 19:20:19
34956136;21;02.03.2020 19:22:24;02.03.2020 19:27:06
34956136;22;02.03.2020 19:31:28;02.03.2020 19:36:10
34956136;23;02.03.2020 19:42:30;02.03.2020 19:46:49
34956136;24;02.03.2020 19:48:41;02.03.2020 19:52:59
34956136;25;02.03.2020 19:59:41;02.03.2020 20:06:27
34956136;26;02.03.2020 20:09:42;02.03.2020 20:13:45
34956136;27;02.03.2020 20:14:39;02.03.2020 20:16:28
34956136;28;02.03.2020 20:17:16;02.03.2020 20:19:39
34956136;29;02.03.2020 20:21:40;02.03.2020 20:27:20
34956136;30;02.03.2020 20:31:01;02.03.2020 20:36:47
34956136;31;02.03.2020 20:40:50;02.03.2020 20:45:01
34956136;32;02.03.2020 20:53:18;02.03.2020 21:03:33
34956136;33;02.03.2020 21:10:41;02.03.2020 21:15:44
34956136;34;02.03.2020 21:20:12;02.03.2020 21:30:13
34956136;35;02.03.2020 21:34:10;02.03.2020 21:38:40
34956136;36;02.03.2020 21:41:10;02.03.2020 21:48:59
34956136;37;02.03.2020 21:53:17;02.03.2020 21:56:57
34956141;1;02.03.2020 16:12:51;02.03.2020 16:21:02
34956141;2;02.03.2020 16:29:36;02.03.2020 16:42:39
34956141;3;02.03.2020 16:47:54;02.03.2020 16:51:50
34956141;4;02.03.2020 16:57:40;02.03.2020 17:02:02
34956141;5;02.03.2020 17:06:04;02.03.2020 17:10:13
34956141;6;02.03.2020 17:13:13;02.03.2020 17:20:45
34956141;7;02.03.2020 17:27:20;02.03.2020 17:33:28
34956141;8;02.03.2020 17:37:24;02.03.2020 17:42:13
34956141;9;02.03.2020 17:52:45;02.03.2020 17:57:59
34956141;10;02.03.2020 18:03:30;02.03.2020 18:08:05
34956141;11;02.03.2020 18:10:44;02.03.2020 18:18:11
34956141;12;02.03.2020 18:20:35;02.03.2020 18:27:21
34956141;13;02.03.2020 18:30:30;02.03.2020 18:36:03
34956141;14;02.03.2020 18:39:55;02.03.2020 18:59:12
34956141;15;02.03.2020 18:59:21;02.03.2020 19:03:02
34956141;16;02.03.2020 19:07:01;02.03.2020 19:13:07
34956141;17;02.03.2020 19:17:50;02.03.2020 19:24:48
34956141;18;02.03.2020 19:28:44;02.03.2020 19:35:31
34956141;19;02.03.2020 19:38:34;02.03.2020 19:44:41
34956141;20;02.03.2020 19:46:55;02.03.2020 19:51:40
34956141;21;02.03.2020 19:55:19;02.03.2020 19:59:39
34956141;22;02.03.2020 19:59:47;02.03.2020 20:01:52
34956141;23;02.03.2020 20:02:03;02.03.2020 20:05:08
34956141;24;02.03.2020 20:05:16;02.03.2020 20:10:06
34956141;25;02.03.2020 20:10:16;02.03.2020 20:16:25
34956141;26;02.03.2020 20:26:25;02.03.2020 20:31:13
34956141;27;02.03.2020 20:41:27;02.03.2020 20:46:24
34956141;28;02.03.2020 21:03:31;02.03.2020 21:13:57
34956141;29;02.03.2020 21:14:08;02.03.2020 21:17:47
34956141;30;02.03.2020 21:18:02;02.03.2020 21:20:50
34956141;31;02.03.2020 21:21:00;02.03.2020 21:23:09
34956141;32;02.03.2020 21:23:19;02.03.2020 21:25:49
34956141;33;02.03.2020 21:27:34;02.03.2020 21:33:01
34956141;34;02.03.2020 21:33:08;02.03.2020 21:36:18
34956141;35;02.03.2020 21:36:23;02.03.2020 21:39:55
34956141;36;02.03.2020 21:46:37;02.03.2020 21:57:46
34956141;37;02.03.2020 21:57:57;02.03.2020 22:00:29
34956141;38;02.03.2020 22:10:36;02.03.2020 22:18:42
34956319;1;02.03.2020 16:23:44;02.03.2020 16:27:35
34956319;2;02.03.2020 16:28:33;02.03.2020 16:31:54
34956319;3;02.03.2020 16:32:00;02.03.2020 16:37:32
34956319;4;02.03.2020 16:48:13;02.03.2020 16:49:52
34956319;5;02.03.2020 16:50:03;02.03.2020 16:50:59
34956319;6;02.03.2020 16:51:03;02.03.2020 16:55:34
34956319;7;02.03.2020 17:02:14;02.03.2020 17:13:27
34956319;8;02.03.2020 17:28:01;02.03.2020 17:31:52
34956319;9;02.03.2020 17:34:57;02.03.2020 17:39:39
34956319;10;02.03.2020 17:41:49;02.03.2020 17:46:33
34956319;11;02.03.2020 17:51:16;02.03.2020 17:54:49
34956319;12;02.03.2020 17:59:17;02.03.2020 18:03:23
34956319;13;02.03.2020 18:03:30;02.03.2020 18:05:51
34956319;14;02.03.2020 18:06:20;02.03.2020 18:10:41
34956319;15;02.03.2020 19:00:21;02.03.2020 19:02:54
34956319;16;02.03.2020 19:16:04;02.03.2020 19:21:53
34956319;17;02.03.2020 19:26:44;02.03.2020 19:36:20
34956319;18;02.03.2020 19:50:54;02.03.2020 19:53:08
34956319;19;02.03.2020 20:00:24;02.03.2020 20:05:05
34956319;20;02.03.2020 20:21:57;02.03.2020 20:25:49
34956319;21;02.03.2020 20:30:59;02.03.2020 20:44:27
34956319;22;02.03.2020 20:56:04;02.03.2020 20:58:25
34956319;23;02.03.2020 21:00:55;02.03.2020 21:05:11
34956319;24;02.03.2020 21:07:07;02.03.2020 21:12:24
34956319;25;02.03.2020 21:14:52;02.03.2020 21:15:50
34956319;26;02.03.2020 21:16:25;02.03.2020 21:21:00
34956319;27;02.03.2020 21:25:14;02.03.2020 21:32:55
34956319;28;02.03.2020 21:41:57;02.03.2020 21:45:21
34956319;29;02.03.2020 21:48:03;02.03.2020 21:54:11
34956319;30;02.03.2020 21:54:31;02.03.2020 21:58:36
34956319;31;02.03.2020 22:12:33;02.03.2020 22:19:35
34956319;32;02.03.2020 22:19:39;02.03.2020 22:25:34
34956358;1;02.03.2020 09:35:10;02.03.2020 09:46:28
34956358;2;02.03.2020 09:53:00;02.03.2020 09:59:59
34956358;3;02.03.2020 10:13:16;02.03.2020 10:18:09
34956358;4;02.03.2020 10:34:30;02.03.2020 10:41:14
34956358;5;02.03.2020 10:45:17;02.03.2020 10:53:11
34956358;6;02.03.2020 11:08:38;02.03.2020 11:13:14
34956358;7;02.03.2020 11:14:22;02.03.2020 11:20:21
34956358;8;02.03.2020 11:37:35;02.03.2020 11:44:22
34956358;9;02.03.2020 11:58:50;02.03.2020 12:12:03
34956358;10;02.03.2020 12:22:41;02.03.2020 12:30:41
34956358;11;02.03.2020 12:46:08;02.03.2020 12:57:35
34956358;12;02.03.2020 13:18:23;02.03.2020 13:27:57
34956358;13;02.03.2020 14:01:28;02.03.2020 14:08:58
34956358;14;02.03.2020 14:21:32;02.03.2020 14:27:03
34956358;15;02.03.2020 14:27:13;02.03.2020 14:34:27
34956358;16;02.03.2020 14:34:32;02.03.2020 14:35:12
34956358;17;02.03.2020 14:35:17;02.03.2020 14:41:43
34956358;18;02.03.2020 14:41:47;02.03.2020 14:48:40
34956358;19;02.03.2020 14:48:44;02.03.2020 15:01:09
34956358;20;02.03.2020 15:16:17;02.03.2020 15:21:35
34956358;21;02.03.2020 15:21:39;02.03.2020 15:25:49
34956358;22;02.03.2020 15:25:59;02.03.2020 15:31:09
34956358;23;02.03.2020 15:49:34;02.03.2020 15:55:31
34956358;24;02.03.2020 15:55:52;02.03.2020 16:00:28
34956358;25;02.03.2020 16:01:34;02.03.2020 16:09:46
34956358;26;02.03.2020 16:27:04;02.03.2020 16:34:37
34956358;27;02.03.2020 16:40:36;02.03.2020 16:46:08
34956358;28;02.03.2020 17:12:03;02.03.2020 17:22:13
34956358;29;02.03.2020 17:32:51;02.03.2020 17:39:39
34956358;30;02.03.2020 17:53:49;02.03.2020 17:59:28
34956358;31;02.03.2020 17:59:32;02.03.2020 18:05:14
34956358;32;02.03.2020 18:15:33;02.03.2020 18:19:48
34956358;33;02.03.2020 18:20:02;02.03.2020 18:24:37
34956358;34;02.03.2020 18:24:41;02.03.2020 18:35:14
34956358;35;02.03.2020 18:35:25;02.03.2020 18:40:53
34956358;36;02.03.2020 18:41:07;02.03.2020 18:45:41
34956358;37;02.03.2020 18:45:46;02.03.2020 18:48:26
34956358;38;02.03.2020 18:48:31;02.03.2020 18:50:59
34956417;1;02.03.2020 16:14:38;02.03.2020 16:21:12
34956417;2;02.03.2020 16:27:54;02.03.2020 16:32:04
34956417;3;02.03.2020 16:35:03;02.03.2020 16:37:56
34956417;4;02.03.2020 16:39:17;02.03.2020 16:43:32
34956417;5;02.03.2020 16:49:01;02.03.2020 16:50:58
34956417;6;02.03.2020 16:51:02;02.03.2020 16:53:22
34956417;7;02.03.2020 16:55:29;02.03.2020 16:59:01
34956417;8;02.03.2020 17:06:19;02.03.2020 17:13:56
34956417;9;02.03.2020 17:15:04;02.03.2020 17:17:46
34956417;10;02.03.2020 17:18:54;02.03.2020 17:23:06
34956417;11;02.03.2020 17:23:47;02.03.2020 17:26:33
34956417;12;02.03.2020 17:37:59;02.03.2020 17:40:39
34956417;13;02.03.2020 17:43:02;02.03.2020 17:54:04
34956417;14;02.03.2020 17:54:25;02.03.2020 17:54:25
34956417;15;02.03.2020 17:57:35;02.03.2020 18:01:34
34956417;16;02.03.2020 18:04:28;02.03.2020 18:04:28
34956417;17;02.03.2020 18:04:34;02.03.2020 18:08:04
34956417;18;02.03.2020 18:09:59;02.03.2020 18:14:20
34956417;19;02.03.2020 18:17:40;02.03.2020 18:22:19
34956417;20;02.03.2020 18:28:37;02.03.2020 18:34:35
34956417;21;02.03.2020 18:34:42;02.03.2020 18:44:02
34956417;22;02.03.2020 18:44:09;02.03.2020 18:49:25
34956417;23;02.03.2020 18:49:29;02.03.2020 18:55:10
34956417;24;02.03.2020 19:08:52;02.03.2020 19:13:45
34956417;25;02.03.2020 19:19:09;02.03.2020 19:26:59
34956417;26;02.03.2020 19:27:09;02.03.2020 19:32:43
34956417;27;02.03.2020 19:33:17;02.03.2020 19:35:43
34956417;28;02.03.2020 19:37:48;02.03.2020 19:42:42
34956417;29;02.03.2020 19:45:35;02.03.2020 19:51:13
34956417;30;02.03.2020 20:01:19;02.03.2020 20:07:21
34956417;31;02.03.2020 20:12:27;02.03.2020 20:37:07
34956424;1;02.03.2020 16:17:15;02.03.2020 16:22:12
34956424;2;02.03.2020 16:22:28;02.03.2020 16:24:29
34956424;3;02.03.2020 16:28:26;02.03.2020 16:32:15
34956424;4;02.03.2020 16:34:10;02.03.2020 16:40:57
34956424;5;02.03.2020 16:49:19;02.03.2020 16:51:50
34956424;6;02.03.2020 16:51:52;02.03.2020 16:55:26
34956424;7;02.03.2020 17:00:51;02.03.2020 17:08:51
34956424;8;02.03.2020 17:19:16;02.03.2020 17:27:32
34956424;9;02.03.2020 17:35:12;02.03.2020 17:40:01
34956424;10;02.03.2020 17:40:13;02.03.2020 17:46:31
34956424;11;02.03.2020 17:58:30;02.03.2020 18:01:48
34956424;12;02.03.2020 18:04:50;02.03.2020 18:08:08
34956424;13;02.03.2020 18:10:01;02.03.2020 18:13:20
34956424;14;02.03.2020 18:14:37;02.03.2020 18:17:42
34956424;15;02.03.2020 18:27:00;02.03.2020 18:32:20
34956424;16;02.03.2020 18:33:12;02.03.2020 18:39:42
34956424;17;02.03.2020 18:44:21;02.03.2020 18:49:11
34956424;18;02.03.2020 18:54:55;02.03.2020 19:13:33
34956424;19;02.03.2020 19:32:35;02.03.2020 19:37:43
34956424;20;02.03.2020 19:38:02;02.03.2020 19:42:02
34956424;21;02.03.2020 19:42:10;02.03.2020 19:44:13
34956424;22;02.03.2020 19:44:41;02.03.2020 19:48:52
34956424;23;02.03.2020 19:48:56;02.03.2020 19:50:23
34956424;24;02.03.2020 19:50:27;02.03.2020 19:52:34
34956424;25;02.03.2020 19:52:49;02.03.2020 19:55:02
34956424;26;02.03.2020 19:57:31;02.03.2020 19:59:46
34956424;27;02.03.2020 19:59:56;02.03.2020 20:02:06
34956424;28;02.03.2020 20:02:38;02.03.2020 20:05:40
34956424;29;02.03.2020 20:05:50;02.03.2020 20:07:35
34956424;30;02.03.2020 20:07:39;02.03.2020 20:09:22
34956424;31;02.03.2020 20:09:44;02.03.2020 20:12:34
34956424;32;02.03.2020 20:12:44;02.03.2020 20:15:23
34956424;33;02.03.2020 20:15:33;02.03.2020 20:20:23
34956424;34;02.03.2020 20:20:35;02.03.2020 20:23:11
34956424;35;02.03.2020 20:23:19;02.03.2020 20:26:44
34956424;36;02.03.2020 20:26:48;02.03.2020 20:35:34
34956436;1;02.03.2020 16:38:06;02.03.2020 16:48:05
34956436;2;02.03.2020 17:04:23;02.03.2020 17:07:36
34956436;3;02.03.2020 17:13:51;02.03.2020 17:17:28
34956436;4;02.03.2020 17:20:08;02.03.2020 17:22:54
34956436;5;02.03.2020 17:34:39;02.03.2020 17:38:28
34956436;6;02.03.2020 17:49:32;02.03.2020 17:52:46
34956436;7;02.03.2020 18:05:42;02.03.2020 18:08:35
34956436;8;02.03.2020 18:13:26;02.03.2020 18:17:24
34956436;9;02.03.2020 18:21:24;02.03.2020 18:26:04
34956436;10;02.03.2020 18:28:45;02.03.2020 18:33:14
34956436;11;02.03.2020 18:41:12;02.03.2020 18:44:22
34956436;12;02.03.2020 18:46:23;02.03.2020 18:55:23
34956436;13;02.03.2020 18:59:59;02.03.2020 19:04:08
34956436;14;02.03.2020 19:11:35;02.03.2020 19:14:50
34956436;15;02.03.2020 19:17:24;02.03.2020 19:24:32
34956436;16;02.03.2020 19:24:39;02.03.2020 19:30:19
34956436;17;02.03.2020 19:30:26;02.03.2020 19:34:15
34956436;18;02.03.2020 19:40:10;02.03.2020 19:46:36
34956436;19;02.03.2020 19:55:07;02.03.2020 20:04:13
34956436;20;02.03.2020 20:07:52;02.03.2020 20:11:25
34956436;21;02.03.2020 20:20:56;02.03.2020 20:24:47
34956436;22;02.03.2020 20:27:28;02.03.2020 20:31:29
34956436;23;02.03.2020 20:35:58;02.03.2020 20:40:38
34956436;24;02.03.2020 20:40:42;02.03.2020 20:44:15
34956436;25;02.03.2020 20:48:59;02.03.2020 20:55:38
34956436;26;02.03.2020 21:02:26;02.03.2020 21:06:54
34956436;27;02.03.2020 21:10:29;02.03.2020 21:17:47
34956436;28;02.03.2020 21:19:48;02.03.2020 21:26:44
34956436;29;02.03.2020 21:28:34;02.03.2020 21:32:55
34956436;30;02.03.2020 21:37:53;02.03.2020 21:43:16
34956436;31;02.03.2020 21:48:28;02.03.2020 21:52:08
34956436;32;02.03.2020 22:00:56;02.03.2020 22:09:35
34956526;1;02.03.2020 09:05:40;02.03.2020 09:08:45
34956526;2;02.03.2020 09:15:43;02.03.2020 09:28:19
34956526;3;02.03.2020 09:36:20;02.03.2020 09:38:07
34956526;4;02.03.2020 09:44:37;02.03.2020 09:45:17
34956526;5;02.03.2020 09:50:59;02.03.2020 09:54:02
34956526;6;02.03.2020 10:04:49;02.03.2020 10:05:07
34956526;7;02.03.2020 10:21:14;02.03.2020 10:24:39
34956526;8;02.03.2020 10:30:10;02.03.2020 10:33:14
34956526;9;02.03.2020 10:46:37;02.03.2020 10:48:50
34956526;10;02.03.2020 10:52:25;02.03.2020 10:57:24
34956526;11;02.03.2020 11:14:03;02.03.2020 11:16:34
34956526;12;02.03.2020 11:23:44;02.03.2020 11:27:22
34956526;13;02.03.2020 11:34:57;02.03.2020 11:38:12
34956526;14;02.03.2020 11:43:55;02.03.2020 11:49:52
34956526;15;02.03.2020 11:57:32;02.03.2020 12:00:06
34956526;16;02.03.2020 12:07:28;02.03.2020 12:08:29
34956526;17;02.03.2020 12:08:42;02.03.2020 12:10:36
34956526;18;02.03.2020 12:11:18;02.03.2020 12:14:25
34956526;19;02.03.2020 12:14:41;02.03.2020 12:14:41
34956526;20;02.03.2020 12:21:35;02.03.2020 12:24:07
34956526;21;02.03.2020 12:28:40;02.03.2020 12:34:11
34956526;22;02.03.2020 12:43:48;02.03.2020 13:03:08
34956526;23;02.03.2020 13:17:51;02.03.2020 13:20:49
34956526;24;02.03.2020 13:26:52;02.03.2020 13:34:31
34956526;25;02.03.2020 13:35:08;02.03.2020 13:38:28
34956526;26;02.03.2020 13:44:16;02.03.2020 13:48:40
34956526;27;02.03.2020 13:48:50;02.03.2020 13:53:21
34956526;28;02.03.2020 14:06:25;02.03.2020 14:10:09
34956526;29;02.03.2020 14:20:03;02.03.2020 14:22:50
34956526;30;02.03.2020 14:29:05;02.03.2020 14:34:20
34956526;31;02.03.2020 14:48:20;02.03.2020 14:56:39
34956526;32;02.03.2020 15:05:28;02.03.2020 15:09:52
34956577;1;02.03.2020 16:56:17;02.03.2020 17:01:31
34956577;2;02.03.2020 17:08:17;02.03.2020 17:12:45
34956577;3;02.03.2020 17:25:50;02.03.2020 17:29:35
34956577;4;02.03.2020 17:30:03;02.03.2020 17:35:17
34956577;5;02.03.2020 17:36:45;02.03.2020 17:41:13
34956577;6;02.03.2020 17:49:55;02.03.2020 17:53:52
34956577;7;02.03.2020 17:55:03;02.03.2020 17:57:35
34956577;8;02.03.2020 18:04:03;02.03.2020 18:09:11
34956577;9;02.03.2020 18:11:22;02.03.2020 18:16:52
34956577;10;02.03.2020 18:20:57;02.03.2020 18:23:35
34956577;11;02.03.2020 18:26:29;02.03.2020 18:31:41
34956577;12;02.03.2020 18:35:51;02.03.2020 18:39:08
34956577;13;02.03.2020 18:42:42;02.03.2020 18:49:32
34956577;14;02.03.2020 18:49:37;02.03.2020 18:52:20
34956577;15;02.03.2020 18:56:36;02.03.2020 19:09:05
34956577;16;02.03.2020 19:12:41;02.03.2020 19:19:47
34956577;17;02.03.2020 19:25:35;02.03.2020 19:32:11
34956577;18;02.03.2020 19:36:03;02.03.2020 19:40:37
34956577;19;02.03.2020 19:44:11;02.03.2020 19:50:37
34956577;20;02.03.2020 19:56:30;02.03.2020 20:01:29
34956577;21;02.03.2020 20:03:49;02.03.2020 20:10:19
34956577;22;02.03.2020 20:12:56;02.03.2020 20:17:28
34956577;23;02.03.2020 20:18:15;02.03.2020 20:25:53
34956577;24;02.03.2020 20:27:07;02.03.2020 20:30:03
34956577;25;02.03.2020 20:31:06;02.03.2020 20:36:34
34956577;26;02.03.2020 20:39:59;02.03.2020 20:43:02
34956577;27;02.03.2020 20:46:33;02.03.2020 20:51:07
34956577;28;02.03.2020 20:55:32;02.03.2020 21:00:04
34956577;29;02.03.2020 21:02:23;02.03.2020 21:11:45
34956577;30;02.03.2020 21:11:51;02.03.2020 21:18:04
34956577;31;02.03.2020 21:20:01;02.03.2020 21:25:41
34956577;32;02.03.2020 21:30:32;02.03.2020 21:37:45
