ROUTE_ID;ROUTE_START_TIME;ROUTE_END_TIME
34957203;03.03.2020 16:25:06;03.03.2020 21:30:28
34957210;03.03.2020 21:15:21;03.03.2020 22:16:58
34957214;03.03.2020 14:05:06;03.03.2020 22:16:56
34957221;03.03.2020 06:57:00;03.03.2020 12:56:30
34957224;03.03.2020 16:22:39;03.03.2020 22:08:11
34957225;03.03.2020 06:59:36;03.03.2020 15:04:18
34957231;03.03.2020 13:30:21;03.03.2020 21:39:30
34957251;03.03.2020 07:51:28;03.03.2020 21:52:41
34957255;03.03.2020 07:12:13;03.03.2020 14:22:44
34957266;03.03.2020 14:54:03;03.03.2020 22:32:26
34957268;03.03.2020 18:43:26;03.03.2020 20:08:18
34957275;03.03.2020 07:26:07;03.03.2020 17:22:44
34957285;03.03.2020 15:55:42;03.03.2020 20:34:05
34957289;03.03.2020 07:43:52;03.03.2020 14:29:00
34957293;03.03.2020 13:51:50;03.03.2020 22:27:35
34957294;03.03.2020 06:42:30;03.03.2020 14:13:11
34957311;03.03.2020 14:37:12;03.03.2020 21:34:12
34957326;03.03.2020 07:03:11;03.03.2020 16:48:48
34957329;03.03.2020 14:38:22;03.03.2020 22:41:10
34957330;03.03.2020 14:58:30;03.03.2020 20:43:13
34957332;03.03.2020 19:52:35;03.03.2020 22:31:26
34957336;03.03.2020 10:21:04;03.03.2020 16:27:28
34957338;03.03.2020 07:31:03;03.03.2020 13:54:33
34957350;03.03.2020 21:25:19;03.03.2020 23:00:25
34957353;03.03.2020 21:21:37;03.03.2020 22:37:07
34957358;03.03.2020 16:38:23;03.03.2020 22:15:29
34957373;03.03.2020 07:55:52;03.03.2020 14:56:50
34957374;03.03.2020 15:17:18;03.03.2020 21:20:25
34957381;03.03.2020 05:16:44;03.03.2020 17:14:57
34957382;03.03.2020 15:23:37;03.03.2020 23:51:49
34957383;03.03.2020 08:12:23;03.03.2020 15:35:46
34957392;03.03.2020 14:24:42;03.03.2020 22:05:57
34957396;03.03.2020 06:16:33;03.03.2020 18:28:35
34957408;03.03.2020 17:41:55;03.03.2020 22:20:58
34957410;03.03.2020 13:33:40;03.03.2020 19:16:25
34957412;03.03.2020 07:46:05;03.03.2020 19:56:14
34957425;03.03.2020 06:24:05;03.03.2020 16:30:44
34957426;03.03.2020 17:29:27;03.03.2020 22:22:23
34957430;03.03.2020 13:13:14;03.03.2020 19:46:36
34957431;03.03.2020 09:23:08;03.03.2020 18:19:21
34957449;02.03.2020 23:53:07;03.03.2020 07:25:49
34957450;03.03.2020 18:24:58;04.03.2020 00:05:54
34957452;03.03.2020 07:05:43;03.03.2020 17:31:01
34957458;03.03.2020 16:10:14;04.03.2020 00:11:47
34957459;03.03.2020 06:41:48;03.03.2020 17:13:04
34957462;03.03.2020 15:59:18;03.03.2020 17:21:33
34957471;03.03.2020 08:17:56;03.03.2020 17:32:47
34957473;03.03.2020 16:46:18;04.03.2020 00:22:15
34957475;03.03.2020 06:05:37;03.03.2020 15:47:40
34957483;03.03.2020 07:32:54;03.03.2020 14:39:25
34957491;03.03.2020 14:48:27;03.03.2020 23:51:10
34957497;03.03.2020 07:52:41;03.03.2020 14:15:52
34957498;03.03.2020 14:48:22;03.03.2020 23:36:24
34957514;03.03.2020 08:25:35;03.03.2020 18:11:14
34957515;03.03.2020 07:05:21;03.03.2020 10:37:36
34957517;03.03.2020 09:33:29;03.03.2020 16:04:30
34957533;03.03.2020 05:49:10;03.03.2020 18:09:30
34957542;03.03.2020 14:01:56;03.03.2020 22:11:05
34957543;03.03.2020 06:39:13;03.03.2020 13:29:12
34957551;03.03.2020 15:27:03;03.03.2020 23:56:47
34957553;03.03.2020 14:16:57;03.03.2020 16:19:07
34957558;03.03.2020 19:53:48;03.03.2020 21:37:01
34957564;03.03.2020 14:28:22;03.03.2020 22:11:38
34957567;03.03.2020 06:40:58;03.03.2020 14:47:02
34957573;03.03.2020 08:08:14;03.03.2020 15:06:53
34957574;03.03.2020 14:24:51;04.03.2020 00:31:26
34957581;03.03.2020 12:59:30;03.03.2020 15:26:35
34957583;03.03.2020 06:50:23;03.03.2020 13:50:59
34957584;03.03.2020 14:19:53;03.03.2020 23:41:51
34957586;03.03.2020 22:42:13;04.03.2020 00:00:46
34957589;03.03.2020 05:46:13;03.03.2020 14:33:09
34957603;03.03.2020 07:43:33;03.03.2020 15:42:36
34957646;03.03.2020 06:38:06;03.03.2020 15:25:41
34957647;03.03.2020 15:08:27;04.03.2020 00:10:45
34957653;03.03.2020 20:51:24;03.03.2020 22:23:40
34957654;03.03.2020 01:43:15;03.03.2020 04:14:46
34957655;03.03.2020 15:07:12;03.03.2020 21:48:04
34957663;03.03.2020 07:12:29;03.03.2020 14:15:21
34957665;03.03.2020 15:49:42;03.03.2020 21:25:35
34957684;03.03.2020 15:11:03;03.03.2020 20:18:30
34957685;03.03.2020 06:15:32;03.03.2020 17:02:45
34957691;03.03.2020 08:12:33;03.03.2020 14:43:52
34957694;03.03.2020 14:40:33;03.03.2020 21:50:57
34957704;03.03.2020 07:17:03;03.03.2020 14:06:23
34957705;03.03.2020 13:59:57;03.03.2020 23:15:12
34957711;03.03.2020 15:20:54;03.03.2020 21:50:37
34957712;03.03.2020 12:41:37;03.03.2020 16:33:28
34957713;03.03.2020 21:39:19;03.03.2020 22:56:07
34957714;03.03.2020 15:23:22;03.03.2020 21:42:51
34957731;03.03.2020 20:26:24;03.03.2020 21:18:04
34957740;03.03.2020 14:51:05;04.03.2020 00:08:43
34957741;03.03.2020 08:30:03;03.03.2020 15:36:10
34957752;03.03.2020 14:19:16;04.03.2020 00:16:43
34957754;03.03.2020 06:49:38;03.03.2020 13:49:06
34957762;03.03.2020 07:53:55;03.03.2020 18:07:51
34957786;03.03.2020 06:50:17;03.03.2020 12:22:40
34957787;03.03.2020 07:17:09;03.03.2020 16:33:52
34957788;03.03.2020 07:34:46;03.03.2020 19:13:59
34957789;03.03.2020 14:31:48;03.03.2020 23:50:12
34957811;03.03.2020 06:39:55;03.03.2020 15:57:26
34957813;03.03.2020 14:27:05;03.03.2020 17:26:33
34957814;03.03.2020 19:43:15;03.03.2020 21:24:58
34957825;03.03.2020 08:49:10;03.03.2020 17:40:17
34957826;03.03.2020 14:43:19;03.03.2020 21:39:24
34957827;03.03.2020 06:18:44;03.03.2020 15:09:59
34957833;03.03.2020 13:51:28;03.03.2020 23:07:32
34957855;03.03.2020 07:45:19;03.03.2020 15:07:25
34957856;03.03.2020 16:29:41;03.03.2020 23:18:28
34957858;03.03.2020 23:36:31;04.03.2020 00:52:39
34957859;03.03.2020 14:55:34;03.03.2020 22:40:29
34957873;03.03.2020 21:35:12;03.03.2020 23:18:23
34957887;03.03.2020 15:11:27;03.03.2020 23:13:12
34957907;03.03.2020 08:25:10;03.03.2020 19:15:02
34957910;03.03.2020 13:27:11;03.03.2020 23:51:14
34957922;03.03.2020 06:57:17;03.03.2020 19:02:05
34957929;03.03.2020 07:52:27;03.03.2020 18:56:57
34957932;03.03.2020 07:56:15;03.03.2020 13:03:00
34957933;03.03.2020 14:55:06;03.03.2020 21:47:38
34957934;03.03.2020 14:04:55;03.03.2020 19:40:40
34957943;03.03.2020 06:17:17;03.03.2020 14:38:44
34957956;03.03.2020 14:47:54;03.03.2020 19:51:44
34957958;03.03.2020 06:59:59;03.03.2020 16:18:26
34957968;03.03.2020 00:11:36;03.03.2020 05:01:39
34957969;03.03.2020 14:07:17;03.03.2020 23:59:47
34957970;03.03.2020 22:59:16;03.03.2020 23:58:21
34957978;03.03.2020 06:01:33;03.03.2020 14:13:41
34957979;03.03.2020 07:35:48;03.03.2020 14:20:50
34957983;03.03.2020 13:26:07;03.03.2020 23:32:07
34957994;03.03.2020 15:31:51;03.03.2020 22:55:48
34957995;03.03.2020 06:32:43;03.03.2020 15:44:15
34958003;03.03.2020 20:34:49;03.03.2020 21:44:20
34958004;03.03.2020 14:54:11;03.03.2020 21:18:25
34958005;03.03.2020 21:59:00;03.03.2020 23:40:31
34958008;03.03.2020 03:43:20;03.03.2020 07:05:19
34958009;03.03.2020 01:12:45;03.03.2020 04:16:03
34958017;03.03.2020 15:21:23;03.03.2020 22:18:15
34958020;03.03.2020 07:57:26;03.03.2020 14:53:27
34958022;03.03.2020 14:42:58;03.03.2020 22:29:06
34958036;03.03.2020 07:24:44;03.03.2020 10:31:39
34958037;03.03.2020 09:02:09;03.03.2020 16:34:18
34958038;03.03.2020 16:21:46;03.03.2020 20:22:21
34958044;03.03.2020 21:11:40;03.03.2020 22:34:00
34958050;02.03.2020 23:38:29;03.03.2020 07:35:38
34958057;03.03.2020 16:27:33;04.03.2020 01:05:32
34958059;03.03.2020 01:23:41;03.03.2020 06:33:41
34958071;03.03.2020 07:45:01;03.03.2020 17:11:37
34958074;03.03.2020 06:01:54;03.03.2020 16:00:34
34958078;03.03.2020 06:08:36;03.03.2020 15:59:55
34958087;03.03.2020 15:50:29;03.03.2020 22:28:46
34958088;03.03.2020 06:44:38;03.03.2020 15:37:31
34958096;03.03.2020 07:25:38;03.03.2020 19:17:40
34958110;03.03.2020 08:10:32;03.03.2020 16:06:44
34958112;03.03.2020 07:03:43;03.03.2020 17:28:20
34958123;03.03.2020 16:35:04;03.03.2020 20:53:31
34958124;03.03.2020 10:27:32;03.03.2020 17:57:06
34958129;03.03.2020 07:27:02;03.03.2020 21:01:45
